Station,Date,Taxon,Groupe_taxons,MESURE_Numero_individu,Longueur_poisson_cm,Substrat_Suivis,Longueur_transect_metre,STATION_Identifiant,OBSERVATION_Coordonnees_MINX,OBSERVATION_Coordonnees_MINY,Flag,Year
L'Ermitage_GR08,2008-12-30,Epinephelus merra,Acropore branchu,2.0,15,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2008
L'Ermitage_GR08,2008-12-30,Epinephelus merra,Acropore branchu,3.0,13,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2008
L'Ermitage_GR08,2008-12-30,Epinephelus merra,Acropore branchu,4.0,14,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2008
L'Ermitage_GR08,2008-12-30,Epinephelus merra,Acropore branchu,5.0,10,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2008
L'Ermitage_GR08,2008-12-30,Epinephelus merra,Acropore branchu,6.0,14,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2008
L'Ermitage_GR08,2008-12-30,Epinephelus merra,Non-Acropore encroutant,7.0,15,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2008
L'Ermitage_GR08,2008-12-30,Epinephelus merra,Acropore branchu,8.0,13,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2008
L'Ermitage_GR08,2010-01-14,Epinephelus merra,Non-Acropore foliacé,1.0,11,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2010
L'Ermitage_GR08,2010-01-14,Epinephelus merra,Acropore branchu,2.0,15,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2010
L'Ermitage_GR08,2010-01-14,Epinephelus merra,,3.0,17,,20,60010477,55.22,-21.08104,Belt,2010
L'Ermitage_GR08,2011-01-27,Epinephelus merra,Algues gazonnantes,1.0,18,Corail mort en place,20,60010477,55.22,-21.08104,Belt,2011
L'Ermitage_GR08,2011-01-27,Epinephelus merra,Acropore branchu,2.0,16,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2011
L'Ermitage_GR08,2011-01-27,Epinephelus merra,Acropore branchu,3.0,19,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2011
L'Ermitage_GR08,2011-01-27,Epinephelus merra,Acropore branchu,4.0,14,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2011
L'Ermitage_GR08,2011-01-27,Epinephelus merra,Acropore branchu,5.0,15,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2011
L'Ermitage_GR08,2011-01-27,Epinephelus merra,,6.0,10,,20,60010477,55.22,-21.08104,Belt,2011
L'Ermitage_GR08,2011-01-27,Epinephelus merra,Algues gazonnantes,7.0,16,,20,60010477,55.22,-21.08104,Belt,2011
L'Ermitage_GR08,2011-01-27,Epinephelus merra,Acropore branchu,8.0,16,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2011
L'Ermitage_GR08,2011-01-27,Epinephelus merra,Algues gazonnantes,9.0,15,,20,60010477,55.22,-21.08104,Belt,2011
L'Ermitage_GR08,2011-01-27,Epinephelus merra,Acropore branchu,10.0,15,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2011
L'Ermitage_GR08,2011-01-27,Epinephelus merra,Acropore branchu,11.0,13,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2011
L'Ermitage_GR08,2011-01-27,Epinephelus merra,Algues gazonnantes,12.0,14,,20,60010477,55.22,-21.08104,Belt,2011
L'Ermitage_GR08,2012-01-18,Epinephelus merra,Acropore branchu,1.0,11,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2012
L'Ermitage_GR08,2012-01-18,Epinephelus merra,Acropore branchu,2.0,18,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2012
L'Ermitage_GR08,2013-01-15,Epinephelus merra,Acropore digité,1.0,17,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2013
L'Ermitage_GR08,2014-01-29,,,1.0,,,20,60010477,55.22,-21.08104,Belt,2014
L'Ermitage_GR08,2015-01-29,Epinephelus merra,Corail vivant,1.0,6,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2015
L'Ermitage_GR08,2015-01-29,Epinephelus merra,Corail vivant,2.0,7,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2015
L'Ermitage_GR08,2015-01-29,Epinephelus merra,Corail vivant,3.0,8,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2015
L'Ermitage_GR08,2015-01-29,Epinephelus merra,Corail vivant,4.0,10,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2015
L'Ermitage_GR08,2015-01-29,Epinephelus merra,Corail vivant,5.0,7,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2015
L'Ermitage_GR08,2015-01-29,Epinephelus merra,Corail vivant,6.0,5,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2015
L'Ermitage_GR08,2016-01-20,Epinephelus merra,Algues gazonnantes,1.0,7,Corail mort en place,20,60010477,55.22,-21.08104,Belt,2016
L'Ermitage_GR08,2017-01-11,Epinephelus merra,Non-Acropore submassif,1.0,13,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2017
L'Ermitage_GR08,2017-01-11,Epinephelus merra,,2.0,10,Débris,20,60010477,55.22,-21.08104,Belt,2017
L'Ermitage_GR08,2017-01-11,Epinephelus merra,Acropore digité,3.0,11,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2017
L'Ermitage_GR08,2017-01-11,Epinephelus merra,Algues gazonnantes,4.0,10,Corail mort en place,20,60010477,55.22,-21.08104,Belt,2017
L'Ermitage_GR08,2017-01-11,Epinephelus merra,Algues gazonnantes,5.0,12,Corail mort en place,20,60010477,55.22,-21.08104,Belt,2017
L'Ermitage_GR08,2019-02-15,Epinephelus merra,Algues gazonnantes,1.0,13,,20,60010477,55.22,-21.08104,Belt,2019
L'Ermitage_GR08,2019-02-15,Epinephelus merra,Algues gazonnantes,2.0,14,,20,60010477,55.22,-21.08104,Belt,2019
L'Ermitage_GR08,2019-02-15,Epinephelus merra,Algues gazonnantes,3.0,18,Corail mort en place,20,60010477,55.22,-21.08104,Belt,2019
L'Ermitage_GR08,2019-02-15,Epinephelus merra,Algues gazonnantes,4.0,17,Corail mort en place,20,60010477,55.22,-21.08104,Belt,2019
L'Ermitage_GR08,2019-02-15,Epinephelus merra,,5.0,15,Sable,20,60010477,55.22,-21.08104,Belt,2019
L'Ermitage_GR08,2020-01-09,,,,,,20,60010477,55.22,-21.08104,Belt,2020
L'Ermitage_GR08,2020-11-30,,,,,,20,60010477,55.22,-21.08104,Belt,2020
L'Ermitage_GR08,2021-12-14,Epinephelus merra,Non-Acropore submassif,1.0,5,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2021
L'Ermitage_GR08,2021-12-14,Epinephelus merra,,2.0,9,Sable,20,60010477,55.22,-21.08104,Belt,2021
L'Ermitage_GR08,2022-12-08,Epinephelus merra,Non-Acropore submassif,1.0,6,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2022
L'Ermitage_GR08,2022-12-08,Epinephelus merra,,2.0,15,Débris,20,60010477,55.22,-21.08104,Belt,2022
L'Ermitage_GR08,2022-12-08,Epinephelus merra,Non-Acropore submassif,3.0,17,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2022
L'Ermitage_GR08,2022-12-08,Epinephelus merra,Non-Acropore submassif,4.0,12,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2022
L'Ermitage_GR08,2022-12-08,Epinephelus merra,Algues gazonnantes,5.0,15,Corail mort en place,20,60010477,55.22,-21.08104,Belt,2022
L'Ermitage_GR08,2022-12-08,Epinephelus merra,Algues gazonnantes,6.0,17,Corail mort en place,20,60010477,55.22,-21.08104,Belt,2022
L'Ermitage_GR08,2022-12-08,Epinephelus merra,Algues gazonnantes,7.0,10,Corail mort en place,20,60010477,55.22,-21.08104,Belt,2022
L'Ermitage_GR08,2022-12-08,Epinephelus merra,Acropore digité,8.0,13,Substrat dur colonisé,20,60010477,55.22,-21.08104,Belt,2022
L'Ermitage_GR09,2007-12-26,,,1.0,,,20,60010478,55.21991,-21.0799,Belt,2007
L'Ermitage_GR09,2008-12-30,Epinephelus merra,Algues gazonnantes,1.0,13,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2008
L'Ermitage_GR09,2008-12-30,Epinephelus merra,Acropore branchu,2.0,14,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2008
L'Ermitage_GR09,2008-12-30,Epinephelus merra,Acropore branchu,3.0,11,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2008
L'Ermitage_GR09,2008-12-30,Epinephelus merra,Acropore digité,4.0,13,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2008
L'Ermitage_GR09,2008-12-30,Epinephelus merra,,5.0,11,Débris,20,60010478,55.21991,-21.0799,Belt,2008
L'Ermitage_GR09,2008-12-30,Epinephelus merra,Algues gazonnantes,6.0,8,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2008
L'Ermitage_GR09,2008-12-30,Epinephelus merra,Acropore digité,7.0,12,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2008
L'Ermitage_GR09,2008-12-30,Epinephelus merra,Algues gazonnantes,8.0,11,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2008
L'Ermitage_GR09,2008-12-30,Epinephelus merra,Algues gazonnantes,9.0,7,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2008
L'Ermitage_GR09,2008-12-30,Epinephelus merra,Algues gazonnantes,10.0,8,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2008
L'Ermitage_GR09,2010-01-14,Epinephelus merra,Algues gazonnantes,1.0,8,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2010
L'Ermitage_GR09,2010-01-14,Epinephelus merra,Algues gazonnantes,2.0,16,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2010
L'Ermitage_GR09,2010-01-14,Epinephelus merra,Algues gazonnantes,3.0,23,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2010
L'Ermitage_GR09,2010-01-14,Epinephelus merra,Algues gazonnantes,4.0,9,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2010
L'Ermitage_GR09,2010-01-14,Epinephelus merra,Acropore branchu,5.0,14,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2010
L'Ermitage_GR09,2010-01-14,Epinephelus merra,Acropore branchu,6.0,22,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2010
L'Ermitage_GR09,2010-01-14,Epinephelus merra,Acropore branchu,7.0,18,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2010
L'Ermitage_GR09,2010-01-14,Epinephelus merra,Acropore branchu,8.0,18,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2010
L'Ermitage_GR09,2010-01-14,Epinephelus merra,Algues gazonnantes,9.0,15,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2010
L'Ermitage_GR09,2011-01-27,Epinephelus merra,Acropore digité,1.0,15,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2011
L'Ermitage_GR09,2011-01-27,Epinephelus merra,Acropore digité,2.0,6,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2011
L'Ermitage_GR09,2011-01-27,Epinephelus merra,Acropore digité,3.0,17,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2011
L'Ermitage_GR09,2011-01-27,Epinephelus merra,Non-Acropore submassif,4.0,12,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2011
L'Ermitage_GR09,2011-01-27,Epinephelus merra,Acropore digité,5.0,17,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2011
L'Ermitage_GR09,2011-01-27,Epinephelus merra,Acropore digité,6.0,16,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2011
L'Ermitage_GR09,2011-01-27,Epinephelus merra,Algues gazonnantes,7.0,15,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2011
L'Ermitage_GR09,2011-01-27,Epinephelus merra,Non-Acropore submassif,8.0,16,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2011
L'Ermitage_GR09,2011-01-27,Epinephelus merra,Algues gazonnantes,9.0,12,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2011
L'Ermitage_GR09,2011-01-27,Epinephelus merra,Acropore branchu,10.0,14,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2011
L'Ermitage_GR09,2011-01-27,Epinephelus merra,Algues gazonnantes,11.0,13,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2011
L'Ermitage_GR09,2012-01-19,Epinephelus merra,Acropore digité,1.0,23,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2012
L'Ermitage_GR09,2012-01-19,Epinephelus merra,Acropore digité,2.0,16,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2012
L'Ermitage_GR09,2012-01-19,Epinephelus merra,Acropore digité,3.0,16,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2012
L'Ermitage_GR09,2012-01-19,Epinephelus merra,Algues gazonnantes,4.0,12,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2012
L'Ermitage_GR09,2012-01-19,Epinephelus merra,Acropore digité,5.0,18,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2012
L'Ermitage_GR09,2012-01-19,Epinephelus merra,Acropore digité,6.0,16,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2012
L'Ermitage_GR09,2013-01-21,Epinephelus merra,Non-Acropore encroutant,1.0,14,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2013
L'Ermitage_GR09,2013-01-21,Epinephelus merra,Acropore digité,2.0,12,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2013
L'Ermitage_GR09,2013-01-21,Epinephelus merra,Acropore digité,3.0,15,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2013
L'Ermitage_GR09,2014-02-11,Epinephelus merra,Acropore digité,1.0,14,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2014
L'Ermitage_GR09,2014-02-11,Epinephelus merra,Acropore digité,2.0,16,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2014
L'Ermitage_GR09,2014-02-11,Epinephelus merra,Acropore digité,3.0,15,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2014
L'Ermitage_GR09,2015-01-29,Epinephelus merra,Corail vivant,1.0,24,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2015
L'Ermitage_GR09,2015-01-29,Epinephelus merra,Corail vivant,2.0,5,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2015
L'Ermitage_GR09,2015-01-29,Epinephelus merra,Corail vivant,3.0,17,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2015
L'Ermitage_GR09,2015-01-29,Epinephelus merra,Corail vivant,4.0,7,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2015
L'Ermitage_GR09,2015-01-29,Epinephelus merra,Corail vivant,5.0,4,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2015
L'Ermitage_GR09,2015-01-29,Epinephelus merra,Corail vivant,6.0,7,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2015
L'Ermitage_GR09,2015-01-29,Epinephelus merra,Corail vivant,7.0,19,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2015
L'Ermitage_GR09,2016-01-20,Epinephelus merra,Acropore branchu,1.0,7,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2016
L'Ermitage_GR09,2016-01-20,Epinephelus merra,Algues gazonnantes,2.0,8,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2016
L'Ermitage_GR09,2017-01-26,Epinephelus merra,,1.0,12,Sable,20,60010478,55.21991,-21.0799,Belt,2017
L'Ermitage_GR09,2017-01-26,Epinephelus merra,,2.0,15,Sable,20,60010478,55.21991,-21.0799,Belt,2017
L'Ermitage_GR09,2017-01-26,Epinephelus merra,Algues gazonnantes,3.0,13,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2017
L'Ermitage_GR09,2017-01-26,Epinephelus merra,Algues gazonnantes,4.0,12,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2017
L'Ermitage_GR09,2017-01-26,,,5.0,,,20,60010478,55.21991,-21.0799,Belt,2017
L'Ermitage_GR09,2017-01-26,Epinephelus merra,Algues gazonnantes,6.0,14,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2017
L'Ermitage_GR09,2017-01-26,Epinephelus merra,Algues gazonnantes,7.0,12,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2017
L'Ermitage_GR09,2017-01-26,Epinephelus merra,Algues gazonnantes,8.0,12,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2017
L'Ermitage_GR09,2017-01-26,Epinephelus merra,Algues gazonnantes,9.0,12,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2017
L'Ermitage_GR09,2018-01-26,Epinephelus merra,Algues gazonnantes,1.0,16,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2018
L'Ermitage_GR09,2018-01-26,Epinephelus merra,Acropore digité,2.0,17,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2018
L'Ermitage_GR09,2018-01-26,Epinephelus merra,Algues gazonnantes,3.0,11,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2018
L'Ermitage_GR09,2019-02-13,Epinephelus merra,,1.0,15,Sable,20,60010478,55.21991,-21.0799,Belt,2019
L'Ermitage_GR09,2019-02-13,Epinephelus merra,Algues gazonnantes,2.0,17,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2019
L'Ermitage_GR09,2019-02-13,Epinephelus merra,Algues gazonnantes,3.0,23,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2019
L'Ermitage_GR09,2019-02-13,Epinephelus merra,Acropore branchu,4.0,18,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2019
L'Ermitage_GR09,2019-02-13,Epinephelus merra,Acropore branchu,5.0,23,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2019
L'Ermitage_GR09,2019-02-13,Epinephelus merra,Acropore branchu,6.0,20,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2019
L'Ermitage_GR09,2020-01-10,Epinephelus merra,Acropore digité,1.0,15,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-01-10,Epinephelus merra,Acropore tabulaire,2.0,17,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-01-10,Epinephelus merra,Acropore digité,3.0,18,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-01-10,Epinephelus merra,Acropore digité,4.0,14,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-01-10,Epinephelus merra,Algues gazonnantes,5.0,18,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-01-10,Epinephelus merra,Acropore digité,6.0,14,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-01-10,Epinephelus merra,Acropore digité,7.0,13,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus merra,Acropore digité,1.0,20,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus tauvina,Acropore digité,2.0,30,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus merra,Acropore tabulaire,3.0,15,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus merra,Acropore digité,4.0,18,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus merra,Acropore digité,5.0,25,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus merra,Acropore digité,6.0,17,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus tauvina,Acropore digité,7.0,18,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus merra,Acropore tabulaire,8.0,14,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus merra,Acropore digité,9.0,17,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus merra,Acropore digité,10.0,18,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus merra,Non-Acropore submassif,11.0,15,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus merra,Non-Acropore submassif,12.0,15,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus tauvina,Non-Acropore submassif,13.0,34,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus tauvina,Acropore digité,14.0,25,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus tauvina,,15.0,30,Débris,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2020-12-14,Epinephelus merra,Non-Acropore submassif,16.0,17,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2020
L'Ermitage_GR09,2021-12-14,Epinephelus merra,Acropore digité,1.0,13,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2021
L'Ermitage_GR09,2021-12-14,Epinephelus merra,Acropore digité,2.0,10,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2021
L'Ermitage_GR09,2021-12-14,Epinephelus merra,Acropore digité,3.0,20,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2021
L'Ermitage_GR09,2021-12-14,Epinephelus merra,Acropore digité,4.0,20,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2021
L'Ermitage_GR09,2021-12-14,Epinephelus merra,Acropore digité,5.0,13,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2021
L'Ermitage_GR09,2021-12-14,Epinephelus merra,Acropore digité,6.0,13,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2021
L'Ermitage_GR09,2021-12-14,Epinephelus merra,Acropore digité,7.0,12,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2021
L'Ermitage_GR09,2021-12-14,Epinephelus merra,Algues gazonnantes,8.0,9,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2021
L'Ermitage_GR09,2021-12-14,Epinephelus merra,Acropore digité,9.0,5,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2021
L'Ermitage_GR09,2021-12-14,Epinephelus merra,Algues gazonnantes,10.0,14,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2021
L'Ermitage_GR09,2021-12-14,Epinephelus merra,,11.0,22,Sable,20,60010478,55.21991,-21.0799,Belt,2021
L'Ermitage_GR09,2021-12-14,Epinephelus merra,Millépores,12.0,16,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2021
L'Ermitage_GR09,2021-12-14,Epinephelus tauvina,Acropore tabulaire,13.0,25,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2021
L'Ermitage_GR09,2022-11-18,Epinephelus merra,Acropore digité,1.0,17,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2022
L'Ermitage_GR09,2022-11-18,Epinephelus merra,Acropore digité,2.0,18,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2022
L'Ermitage_GR09,2022-11-18,Epinephelus merra,Acropore digité,3.0,20,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2022
L'Ermitage_GR09,2022-11-18,Epinephelus merra,Acropore digité,4.0,22,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2022
L'Ermitage_GR09,2022-11-18,Epinephelus merra,Acropore digité,5.0,20,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2022
L'Ermitage_GR09,2022-11-18,Epinephelus merra,Acropore digité,6.0,21,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2022
L'Ermitage_GR09,2022-11-18,Epinephelus merra,Acropore digité,7.0,14,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2022
L'Ermitage_GR09,2022-11-18,Epinephelus merra,Algues gazonnantes,8.0,14,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2022
L'Ermitage_GR09,2022-11-18,Epinephelus merra,Algues gazonnantes,9.0,14,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2022
L'Ermitage_GR09,2022-11-18,Epinephelus merra,Algues gazonnantes,10.0,15,Corail mort en place,20,60010478,55.21991,-21.0799,Belt,2022
L'Ermitage_GR09,2022-11-18,Epinephelus tauvina,Non-Acropore submassif,11.0,30,Substrat dur colonisé,20,60010478,55.21991,-21.0799,Belt,2022
L'Ermitage_GR10,2007-12-26,,,1.0,,,20,60010479,55.21854,-21.07653,Belt,2007
L'Ermitage_GR10,2008-12-30,,,1.0,,,20,60010479,55.21854,-21.07653,Belt,2008
L'Ermitage_GR10,2010-01-14,Epinephelus merra,Acropore tabulaire,1.0,6,Substrat dur colonisé,20,60010479,55.21854,-21.07653,Belt,2010
L'Ermitage_GR10,2011-03-03,,,1.0,,,20,60010479,55.21854,-21.07653,Belt,2011
L'Ermitage_GR10,2012-01-17,,,1.0,,,20,60010479,55.21854,-21.07653,Belt,2012
L'Ermitage_GR10,2013-01-21,,,1.0,,,20,60010479,55.21854,-21.07653,Belt,2013
L'Ermitage_GR10,2015-01-29,Epinephelus merra,Corail vivant,1.0,6,Substrat dur colonisé,20,60010479,55.21854,-21.07653,Belt,2015
L'Ermitage_GR10,2015-01-29,Epinephelus merra,Corail vivant,2.0,7,Substrat dur colonisé,20,60010479,55.21854,-21.07653,Belt,2015
L'Ermitage_GR10,2015-01-29,Epinephelus merra,Corail vivant,3.0,15,Substrat dur colonisé,20,60010479,55.21854,-21.07653,Belt,2015
L'Ermitage_GR10,2015-01-29,Epinephelus merra,Corail vivant,4.0,13,Substrat dur colonisé,20,60010479,55.21854,-21.07653,Belt,2015
L'Ermitage_GR10,2015-01-29,Epinephelus merra,Corail vivant,5.0,17,Substrat dur colonisé,20,60010479,55.21854,-21.07653,Belt,2015
L'Ermitage_GR10,2016-01-28,Epinephelus merra,,1.0,10,Débris,20,60010479,55.21854,-21.07653,Belt,2016
L'Ermitage_GR10,2017-01-26,,,1.0,,,20,60010479,55.21854,-21.07653,Belt,2017
L'Ermitage_GR10,2018-01-26,,,,,,20,60010479,55.21854,-21.07653,Belt,2018
L'Ermitage_GR10,2019-02-15,,,,,,20,60010479,55.21854,-21.07653,Belt,2019
L'Ermitage_GR10,2020-01-10,,,,,,20,60010479,55.21894,-21.07417,Belt,2020
L'Ermitage_GR10,2020-12-14,,,,,,20,60010479,55.21854,-21.07653,Belt,2020
L'Ermitage_GR10,2022-02-11,,,,,,20,60010479,55.21854,-21.07653,Belt,2022
