Station,Date,Taxon,Groupe_taxons,MESURE_Numero_individu,REPLICAT_Longueur_transect,STATION_Identifiant,OBSERVATION_Coordonnees_MINX,OBSERVATION_Coordonnees_MINY,OBSERVATION_Coordonnees_MAXX,OBSERVATION_Coordonnees_MAXY,REPLICAT_Substrat_Protocole_LIT,Flag,Year
L'Ermitage_GP03,2011-01-25,,Non-Acropore submassif,14,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2011
L'Ermitage_GP03,2011-01-25,,,15,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2011
L'Ermitage_GP03,2011-01-25,,,16,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2011
L'Ermitage_GP03,2011-01-25,,Algues gazonnantes,17,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2011
L'Ermitage_GP03,2011-01-25,,Millépores,18,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2011
L'Ermitage_GP03,2011-01-25,,,19,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2011
L'Ermitage_GP03,2011-01-25,,Algues gazonnantes,20,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2011
L'Ermitage_GP03,2011-01-25,,Millépores,21,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2011
L'Ermitage_GP03,2011-01-25,,Algues gazonnantes,22,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2011
L'Ermitage_GP03,2011-01-25,,Millépores,23,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2011
L'Ermitage_GP03,2011-01-25,,,24,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2011
L'Ermitage_GP03,2011-01-25,,Millépores,25,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2011
L'Ermitage_GP03,2011-01-25,,,26,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2011
L'Ermitage_GP03,2011-01-25,,Algues gazonnantes,27,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2011
L'Ermitage_GP03,2011-01-25,,,28,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2011
L'Ermitage_GP03,2011-01-25,,Algues gazonnantes,29,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2011
L'Ermitage_GP03,2011-01-25,,,30,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2011
L'Ermitage_GP03,2011-01-25,,Millépores,31,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2011
L'Ermitage_GP03,2011-01-25,,,32,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2011
L'Ermitage_GP03,2012-01-19,,Acropore digité,1,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2012
L'Ermitage_GP03,2012-01-19,,Algues gazonnantes,2,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2012
L'Ermitage_GP03,2012-01-19,,Algues gazonnantes,3,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2012
L'Ermitage_GP03,2012-01-19,,Acropore digité,4,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2012
L'Ermitage_GP03,2012-01-19,,,5,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2012
L'Ermitage_GP03,2012-01-19,,Acropore digité,6,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2012
L'Ermitage_GP03,2012-01-19,,Algues gazonnantes,7,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2012
L'Ermitage_GP03,2012-01-19,,Acropore digité,8,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2012
L'Ermitage_GP03,2012-01-19,,Algues gazonnantes,9,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2012
L'Ermitage_GP03,2012-01-19,,Acropore digité,10,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2012
L'Ermitage_GP03,2012-01-19,,Non-Acropore massif,11,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2012
L'Ermitage_GP03,2012-01-19,,Algues gazonnantes,12,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2012
L'Ermitage_GP03,2012-01-19,,Non-Acropore massif,13,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2012
L'Ermitage_GP03,2012-01-19,,Acropore digité,14,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2012
L'Ermitage_GP03,2012-01-19,,Algues gazonnantes,15,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2012
L'Ermitage_GP03,2012-01-19,,Millépores,16,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2012
L'Ermitage_GP03,2012-01-19,,Non-Acropore encroutant,17,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2012
L'Ermitage_GP03,2012-01-19,,Algues gazonnantes,18,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2012
L'Ermitage_GP03,2012-01-19,,Non-Acropore massif,19,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2012
L'Ermitage_GP03,2012-01-19,,Algues gazonnantes,20,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2012
L'Ermitage_GP03,2012-01-19,,Non-Acropore submassif,21,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2012
L'Ermitage_GP03,2012-01-19,,Algues gazonnantes,22,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2012
L'Ermitage_GP03,2013-01-15,,Algues gazonnantes,1,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2013
L'Ermitage_GP03,2013-01-15,,Acropore branchu,2,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2013
L'Ermitage_GP03,2013-01-15,,Algues gazonnantes,3,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2013
L'Ermitage_GP03,2013-01-15,,Acropore branchu,4,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2013
L'Ermitage_GP03,2013-01-15,,Algues gazonnantes,5,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2013
L'Ermitage_GP03,2013-01-15,,Acropore branchu,6,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2013
L'Ermitage_GP03,2013-01-15,,Acropore digité,7,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2013
L'Ermitage_GP03,2013-01-15,,Acropore branchu,8,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2013
L'Ermitage_GP03,2013-01-15,,Algues gazonnantes,9,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2013
L'Ermitage_GP03,2013-01-15,,Acropore digité,10,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2013
L'Ermitage_GP03,2014-01-22,,,1,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2014
L'Ermitage_GP03,2014-01-22,,Eponge,2,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2014
L'Ermitage_GP03,2014-01-22,,,3,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2014
L'Ermitage_GP03,2014-01-22,,Non-Acropore massif,4,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2014
L'Ermitage_GP03,2014-01-22,,,5,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2014
L'Ermitage_GP03,2014-01-22,,Algues gazonnantes,6,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2014
L'Ermitage_GP03,2014-01-22,,,7,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2014
L'Ermitage_GP03,2014-01-22,,Algues gazonnantes,8,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2014
L'Ermitage_GP03,2014-01-22,,Acropore digité,9,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2014
L'Ermitage_GP03,2014-01-22,,Algues gazonnantes,10,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2014
L'Ermitage_GP03,2014-01-22,,Acropore branchu,11,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2014
L'Ermitage_GP03,2014-01-22,,,12,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2014
L'Ermitage_GP03,2014-01-22,,Acropore branchu,13,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2014
L'Ermitage_GP03,2014-01-22,,Algues gazonnantes,14,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2014
L'Ermitage_GP03,2014-01-22,,Non-Acropore submassif,15,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2014
L'Ermitage_GP03,2014-01-22,,Algues gazonnantes,16,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2014
L'Ermitage_GP03,2014-01-22,,Acropore branchu,17,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2014
L'Ermitage_GP03,2014-01-22,,Algues gazonnantes,18,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2014
L'Ermitage_GP03,2014-01-22,,Acropore branchu,19,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2014
L'Ermitage_GP03,2014-01-22,,Algues gazonnantes,20,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2014
L'Ermitage_GP03,2014-01-22,,,21,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2014
L'Ermitage_GP03,2014-01-22,,Acropore branchu,22,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2014
L'Ermitage_GP03,2014-01-22,,Acropore branchu,23,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2014
L'Ermitage_GP03,2014-01-22,,Algues gazonnantes,24,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2014
L'Ermitage_GP03,2014-01-22,,Acropore branchu,25,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2014
L'Ermitage_GP03,2014-01-22,,Algues gazonnantes,26,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2014
L'Ermitage_GP03,2014-01-22,,Acropore branchu,27,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2014
L'Ermitage_GP03,2014-01-22,,Algues calcaires récifs,28,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2014
L'Ermitage_GP03,2014-01-22,,,29,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2014
L'Ermitage_GP03,2014-01-22,,,30,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2014
L'Ermitage_GP03,2014-01-22,,Algues calcaires récifs,31,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2014
L'Ermitage_GP03,2014-01-22,,Eponge,32,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2014
L'Ermitage_GP03,2014-01-22,,Millépores,33,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2014
L'Ermitage_GP03,2014-01-22,,Acropore branchu,34,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2014
L'Ermitage_GP03,2014-01-22,,Algues gazonnantes,35,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2014
L'Ermitage_GP03,2014-01-22,,Acropore branchu,36,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2014
L'Ermitage_GP03,2014-01-22,,,37,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2014
L'Ermitage_GP03,2014-01-22,,Algues gazonnantes,38,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2014
L'Ermitage_GP03,2015-01-29,,Algues gazonnantes,1,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2015
L'Ermitage_GP03,2015-01-29,,Acropore branchu,2,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2015
L'Ermitage_GP03,2015-01-29,,Algues gazonnantes,3,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2015
L'Ermitage_GP03,2015-01-29,,Eponge,4,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2015
L'Ermitage_GP03,2015-01-29,,,5,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2015
L'Ermitage_GP03,2015-01-29,,Acropore digité,6,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2015
L'Ermitage_GP03,2015-01-29,,Algues gazonnantes,7,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2015
L'Ermitage_GP03,2015-01-29,,,8,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2015
L'Ermitage_GP03,2015-01-29,,Algues gazonnantes,9,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2015
L'Ermitage_GP03,2015-01-29,,Acropore branchu,10,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2015
L'Ermitage_GP03,2015-01-29,,,11,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2015
L'Ermitage_GP03,2015-01-29,,Acropore branchu,12,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2015
L'Ermitage_GP03,2015-01-29,,Eponge,13,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2015
L'Ermitage_GP03,2015-01-29,,,14,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2015
L'Ermitage_GP03,2015-01-29,,Eponge,15,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2015
L'Ermitage_GP03,2015-01-29,,Algues gazonnantes,16,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2015
L'Ermitage_GP03,2015-01-29,,Acropore branchu,17,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2015
L'Ermitage_GP03,2015-01-29,,Algues gazonnantes,18,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2015
L'Ermitage_GP03,2015-01-29,,,19,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2015
L'Ermitage_GP03,2016-01-18,,Acropore branchu,1,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2016
L'Ermitage_GP03,2016-01-18,,,2,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2016
L'Ermitage_GP03,2016-01-18,,Acropore branchu,3,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2016
L'Ermitage_GP03,2016-01-18,,,4,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2016
L'Ermitage_GP03,2016-01-18,,Non-Acropore massif,5,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2016
L'Ermitage_GP03,2016-01-18,,Millépores,6,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2016
L'Ermitage_GP03,2016-01-18,,,7,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2016
L'Ermitage_GP03,2016-01-18,,Millépores,8,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2016
L'Ermitage_GP03,2016-01-18,,,9,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2016
L'Ermitage_GP03,2016-01-18,,,10,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Dalle corallienne,substrat,2016
L'Ermitage_GP03,2016-01-18,,Millépores,11,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2016
L'Ermitage_GP03,2016-01-18,,,12,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2016
L'Ermitage_GP03,2016-01-18,,Millépores,13,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2016
L'Ermitage_GP03,2016-01-18,,Eponge,14,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2016
L'Ermitage_GP03,2016-01-18,,Millépores,15,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2016
L'Ermitage_GP03,2016-01-18,,,16,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2016
L'Ermitage_GP03,2016-01-18,,Acropore digité,17,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2016
L'Ermitage_GP03,2016-01-18,,,18,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2016
L'Ermitage_GP03,2016-01-18,,Eponge,19,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2016
L'Ermitage_GP03,2016-01-18,,Acropore branchu,20,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2016
L'Ermitage_GP03,2016-01-18,,Millépores,21,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2016
L'Ermitage_GP03,2016-01-18,,,22,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2016
L'Ermitage_GP03,2017-01-17,,Algues gazonnantes,1,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2017
L'Ermitage_GP03,2017-01-17,,Acropore digité,2,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2017
L'Ermitage_GP03,2017-01-17,,,3,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2017
L'Ermitage_GP03,2017-01-17,,Acropore digité,4,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2017
L'Ermitage_GP03,2017-01-17,,,5,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2017
L'Ermitage_GP03,2017-01-17,,Acropore digité,6,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2017
L'Ermitage_GP03,2017-01-17,,Algues gazonnantes,7,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2017
L'Ermitage_GP03,2017-01-17,,Algues gazonnantes,8,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2017
L'Ermitage_GP03,2017-01-17,,Acropore digité,9,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2017
L'Ermitage_GP03,2017-01-17,,Algues gazonnantes,10,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2017
L'Ermitage_GP03,2017-01-17,,Acropore digité,11,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2017
L'Ermitage_GP03,2017-01-17,,Algues gazonnantes,12,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2017
L'Ermitage_GP03,2017-01-17,,Millépores,13,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2017
L'Ermitage_GP03,2017-01-17,,,14,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2017
L'Ermitage_GP03,2017-01-17,,Algues gazonnantes,15,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2017
L'Ermitage_GP03,2017-01-17,,Algues gazonnantes,16,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2017
L'Ermitage_GP03,2017-01-17,,Millépores,17,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2017
L'Ermitage_GP03,2017-01-17,,Algues gazonnantes,18,2000,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2017
L'Ermitage_GP03,2018-01-26,,Algues gazonnantes,1,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2018
L'Ermitage_GP03,2018-01-26,,Acropore digité,2,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2018
L'Ermitage_GP03,2018-01-26,,Algues gazonnantes,3,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2018
L'Ermitage_GP03,2018-01-26,,Non-Acropore massif,4,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2018
L'Ermitage_GP03,2018-01-26,,,5,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2018
L'Ermitage_GP03,2018-01-26,,Millépores,6,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2018
L'Ermitage_GP03,2018-01-26,,Algues gazonnantes,7,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2018
L'Ermitage_GP03,2018-01-26,,Non-Acropore massif,8,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2018
L'Ermitage_GP03,2018-01-26,,,9,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2018
L'Ermitage_GP03,2018-01-26,,Algues gazonnantes,10,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2018
L'Ermitage_GP03,2018-01-26,,,11,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2018
L'Ermitage_GP03,2018-01-26,,Algues gazonnantes,12,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2018
L'Ermitage_GP03,2018-01-26,,,13,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2018
L'Ermitage_GP03,2018-01-26,,Algues gazonnantes,14,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2018
L'Ermitage_GP03,2018-01-26,,Algues calcaires récifs,15,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2018
L'Ermitage_GP03,2018-01-26,,Acropore digité,16,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2018
L'Ermitage_GP03,2018-01-26,,Algues gazonnantes,17,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2018
L'Ermitage_GP03,2018-01-26,,,18,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2018
L'Ermitage_GP03,2018-01-26,,Algues gazonnantes,19,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2018
L'Ermitage_GP03,2018-01-26,,,20,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2018
L'Ermitage_GP03,2018-01-26,,,21,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2018
L'Ermitage_GP03,2018-01-26,,Millépores,22,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2018
L'Ermitage_GP03,2018-01-26,,Algues gazonnantes,23,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2018
L'Ermitage_GP03,2018-01-26,,Millépores,24,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2018
L'Ermitage_GP03,2018-01-26,,Algues gazonnantes,25,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2018
L'Ermitage_GP03,2018-01-26,,,26,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2018
L'Ermitage_GP03,2018-01-26,,Algues gazonnantes,27,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2018
L'Ermitage_GP03,2018-01-26,,Acropore digité,28,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2018
L'Ermitage_GP03,2018-01-26,,,29,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Débris,substrat,2018
L'Ermitage_GP03,2018-01-26,,Acropore digité,30,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2018
L'Ermitage_GP03,2018-01-26,,Algues gazonnantes,31,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2018
L'Ermitage_GP03,2018-01-26,,Acropore digité,32,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2018
L'Ermitage_GP03,2018-01-26,,Algues gazonnantes,33,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Corail mort en place,substrat,2018
L'Ermitage_GP03,2019-01-09,,Millépores,1,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2019
L'Ermitage_GP03,2019-01-09,,Algues gazonnantes,2,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2019
L'Ermitage_GP03,2019-01-09,,,3,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2019
L'Ermitage_GP03,2019-01-09,,Millépores,4,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2019
L'Ermitage_GP03,2019-01-09,,Algues gazonnantes,5,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2019
L'Ermitage_GP03,2019-01-09,,Millépores,6,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2019
L'Ermitage_GP03,2019-01-09,,Non-Acropore encroutant,7,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2019
L'Ermitage_GP03,2019-01-09,,Algues gazonnantes,8,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2019
L'Ermitage_GP03,2019-01-09,,Acropore digité,9,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2019
L'Ermitage_GP03,2019-01-09,,Algues gazonnantes,10,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2019
L'Ermitage_GP03,2019-01-09,,Millépores,11,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2019
L'Ermitage_GP03,2019-01-09,,Algues gazonnantes,12,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2019
L'Ermitage_GP03,2019-01-09,,Non-Acropore encroutant,13,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2019
L'Ermitage_GP03,2019-01-09,,Algues gazonnantes,14,20,60010462,55.21944,-21.07811,55.21944,-21.07811,,substrat,2019
L'Ermitage_GP03,2019-01-09,,Non-Acropore foliacé,15,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2019
L'Ermitage_GP03,2019-01-09,,,16,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Sable,substrat,2019
L'Ermitage_GP03,2019-01-09,,Acropore digité,17,20,60010462,55.21944,-21.07811,55.21944,-21.07811,Substrat dur colonisé,substrat,2019
